;;;;;Outcome;Governance;;;Macroeconomic;;;Fiscal;;;;;;;;;;;Demograpy and Access;;;;;Geography and Location;;;;;
IDP;ID;Year;T;Nama;Corrupt;FinAudit;PolComm;YTElection;Resource;Industry;GDPCap;NRRev;GAF;SAF;GSExp;CapExp;GrantExp;SocAssExp;AdminFunc;InfraFunc;EduFunc;HealthFunc;Density;YearsSch;Povrate;Literacy;ElecAcces;Temperature;Rainfall;Elevation;Area;DistCapital;DistJKT
1300;1374;2010;1;Kota Padang Panjang;0;3;0,85;3;6,57;19,96;32,54;7,18;78,88;13,95;18,99;25,11;4,20;2,94;25,54;16,02;25,99;17,94;2.003,31;10,00;7,60;99,02;98,22;22;4497;433,39;23;47;953
1300;1374;2011;2;Kota Padang Panjang;0;3;0,85;2;6,41;19,81;34,03;6,63;88,42;4,95;22,15;19,23;3,90;2,73;25,54;16,02;25,99;17,94;2.036,59;10,19;7,25;97,45;99,03;22;4056;433,39;23;47;953
1300;1374;2012;3;Kota Padang Panjang;0;4;0,85;1;6,22;20,00;35,52;6,73;87,25;6,03;23,24;13,47;1,87;2,64;25,54;16,02;25,99;17,94;2.067,87;10,36;6,50;98,69;98,07;22;4528;433,39;23;47;953
1300;1374;2013;4;Kota Padang Panjang;0;4;0,85;0;5,99;20,39;37,13;4,84;90,09;5,07;22,91;17,35;3,06;0,55;25,94;15,54;25,28;17,81;2.102,55;10,53;6,66;99,00;98,70;22;4089;433,39;23;47;953
1300;1374;2014;5;Kota Padang Panjang;0;3;0,85;4;5,85;20,54;38,86;3,46;90,23;6,31;28,67;15,91;7,25;0,83;25,54;16,02;25,99;17,94;2.131,07;10,79;6,40;99,88;99,73;22;4421;433,39;23;47;953
1300;1374;2015;6;Kota Padang Panjang;0;3;0,85;3;5,70;20,69;40,61;3,46;90,23;6,31;28,67;15,91;2,77;0,00;30,49;19,83;32,09;21,82;2.159,72;11,05;6,14;100,00;100,00;22;4216;433,39;23;47;953
1300;1374;2016;7;Kota Padang Panjang;1;4;0,85;2;5,46;20,05;42,27;2,37;82,77;14,86;28,13;26,76;0,18;0,01;18,14;11,75;27,46;20,80;2.194,91;11,42;6,75;99,24;99,79;22;3839;433,39;23;47;953
1300;1374;2017;8;Kota Padang Panjang;1;4;0,85;1;5,30;19,87;44,12;2,50;85,42;12,08;32,13;34,78;1,39;0,02;21,96;28,11;19,24;19,41;2.225,04;11,43;6,17;99,71;99,72;22;4399;433,39;23;47;953
1300;1374;2018;9;Kota Padang Panjang;0;4;0,85;0;5,07;19,57;46,13;2,09;84,92;12,99;35,38;20,38;4,07;0,06;25,27;19,46;20,69;20,59;2.249,32;11,44;5,88;99,01;99,60;22;4228;433,39;23;47;953
1300;1374;2019;10;Kota Padang Panjang;0;4;0,89;2;4,98;18,81;48,06;1,84;86,15;12,01;39,50;16,36;0,88;0,38;27,63;13,20;22,34;22,33;2.278,99;11,45;5,60;100,00;99,97;22;3657;433,39;23;47;953
1300;1374;2020;11;Kota Padang Panjang;0;4;0,89;1;5,10;18,55;45,17;2,42;85,47;12,11;39,79;10,04;0,53;0,08;30,08;6,35;25,14;26,56;2.390,11;11,62;5,24;100,00;100,00;22;4093;433,39;23;47;953
1300;1375;2010;1;Kota Bukit Tinggi;0;3;0,86;0;1,81;15,02;32,21;6,79;86,70;6,51;14,51;13,19;2,45;3,67;29,09;10,02;35,49;6,13;4.621,89;10,50;6,82;99,92;98,47;20;4483;787,82;25;66;969
1300;1375;2011;2;Kota Bukit Tinggi;0;3;0,86;4;1,69;14,59;33,53;5,11;89,18;5,72;14,94;12,45;2,19;3,29;31,34;10,13;36,34;4,88;4.711,99;10,56;6,49;99,38;99,76;20;3998;787,82;25;66;969
1300;1375;2012;3;Kota Bukit Tinggi;0;3;0,86;3;1,55;14,56;35,06;6,64;89,15;4,22;15,52;11,34;1,34;2,44;30,83;8,28;37,41;4,85;4.801,85;10,62;5,73;99,21;99,52;20;4555;787,82;25;66;969
1300;1375;2013;4;Kota Bukit Tinggi;1;4;0,86;2;1,46;14,51;36,57;4,44;90,09;5,47;17,82;15,13;3,12;0,39;29,92;11,28;28,66;7,04;4.892,24;10,66;5,36;99,36;99,87;20;4016;787,82;25;66;969
1300;1375;2014;5;Kota Bukit Tinggi;1;4;0,86;1;1,42;14,23;38,11;3,38;89,30;7,32;17,27;14,12;0,00;1,46;26,17;9,13;38,38;6,01;4.984,53;10,71;4,96;99,61;100,00;20;4409;787,82;25;66;969
1300;1375;2015;6;Kota Bukit Tinggi;0;4;0,86;0;1,37;13,99;39,75;3,38;89,30;7,32;17,27;14,12;5,90;4,96;30,82;11,76;33,98;7,43;5.072,64;10,79;5,36;99,42;100,00;20;4232;787,82;25;66;969
1300;1375;2016;7;Kota Bukit Tinggi;0;4;0,86;4;1,31;13,63;41,45;0,00;100,00;0,00;31,09;12,82;1,75;0,21;25,17;13,48;33,85;6,13;5.159,27;10,98;5,48;99,77;100,00;20;3730;787,82;25;66;969
1300;1375;2017;8;Kota Bukit Tinggi;0;4;0,86;3;1,26;13,42;43,24;3,01;87,35;9,65;24,49;19,59;2,00;0,21;28,26;13,29;25,29;7,29;5.245,69;11,30;5,35;99,90;100,00;20;4341;787,82;25;66;969
1300;1375;2018;9;Kota Bukit Tinggi;0;4;0,86;2;1,19;12,99;45,13;2,41;86,21;11,39;22,10;25,24;2,29;0,23;34,58;12,15;22,74;9,40;5.327,56;11,31;4,92;99,94;100,00;20;4189;787,82;25;66;969
1300;1375;2019;10;Kota Bukit Tinggi;1;4;0,88;1;1,12;12,59;47,04;1,66;84,08;14,26;21,03;26,22;1,76;0,40;25,58;11,19;26,93;9,88;5.409,88;11,32;4,60;99,58;100,00;20;3636;787,82;25;66;969
1300;1375;2020;11;Kota Bukit Tinggi;0;4;0,88;0;1,16;12,57;49,95;3,04;85,21;11,75;14,61;31,30;4,73;0,11;26,56;5,57;23,85;23,31;5.006,74;11,33;4,54;100,00;100,00;20;4037;787,82;25;66;969
1300;1376;2010;1;Kota Payakumbuh;1;3;0,88;2;8,51;17,95;22,04;6,76;88,98;4,26;18,01;12,82;3,34;1,66;32,22;5,81;33,44;13,04;1.573,67;9,53;10,58;98,26;97,89;23;3255;912,08;85;77;953
1300;1376;2011;2;Kota Payakumbuh;0;3;0,88;1;8,38;18,13;23,16;5,54;87,34;7,12;16,61;11,65;3,12;1,55;26,84;7,82;39,03;12,95;1.601,19;9,68;10,09;97,51;98,04;22;3006;912,08;85;77;953
1300;1376;2012;3;Kota Payakumbuh;0;3;0,88;0;8,22;18,23;24,26;5,37;87,73;6,90;15,77;14,16;1,71;1,22;26,69;8,96;37,08;13,17;1.629,76;9,83;9,00;99,11;97,76;22;3149;912,08;85;77;953
1300;1376;2013;4;Kota Payakumbuh;1;3;0,88;4;7,99;18,08;25,40;3,93;87,76;8,31;18,26;15,21;5,42;0,11;25,58;11,30;27,96;16,93;1.658,63;9,93;7,81;99,36;98,95;22;2893;912,08;85;77;953
1300;1376;2014;5;Kota Payakumbuh;0;4;0,88;3;7,87;18,36;26,61;2,95;89,97;7,08;19,59;17,73;1,43;0,38;23,17;11,94;35,14;12,76;1.685,94;9,96;7,01;99,66;99,34;22;2963;912,08;85;77;953
1300;1376;2015;6;Kota Payakumbuh;1;4;0,88;2;7,69;18,38;27,78;2,95;89,97;7,08;19,59;17,73;1,80;1,10;29,57;13,00;35,39;20,37;1.714,59;10,12;6,07;100,17;99,54;22;2821;912,08;85;77;953
1300;1376;2016;7;Kota Payakumbuh;1;4;0,88;1;7,53;18,46;29,02;2,08;74,65;23,27;24,81;21,79;2,11;0,00;21,13;14,29;30,12;19,88;1.741,16;10,23;5,13;100,00;99,92;23;2363;912,08;85;77;953
1300;1376;2017;8;Kota Payakumbuh;1;4;0,88;0;7,36;18,53;30,33;2,45;80,27;17,28;29,40;25,44;1,00;0,00;22,47;15,16;26,73;21,51;1.768,15;10,34;4,19;100,00;100,30;23;3050;912,08;85;77;953
1300;1376;2018;9;Kota Payakumbuh;1;4;0,88;0;6,92;18,73;31,70;2,19;79,76;18,05;31,98;20,86;2,00;0,65;22,84;14,76;23,92;20,98;1.793,42;10,46;5,77;99,55;99,57;22;2900;912,08;85;77;953
1300;1376;2019;10;Kota Payakumbuh;1;4;0,89;0;6,52;18,68;33,11;1,51;76,86;21,63;33,80;22,61;1,05;0,59;24,17;14,85;23,51;21,25;1.818,50;10,72;5,68;99,43;100,00;23;2443;912,08;85;77;953
1300;1376;2020;11;Kota Payakumbuh;1;4;0,89;0;6,71;18,01;31,63;2,06;81,34;16,60;31,81;17,07;0,97;0,56;24,31;13,54;24,94;23,14;1.872,20;10,73;5,65;100,00;100,00;23;2849;912,08;85;77;953
1300;1377;2010;1;Kota Pariaman;0;3;0,85;3;23,18;21,39;27,35;7,66;85,39;6,95;17,82;24,89;1,42;1,45;23,88;16,44;35,11;7,35;1.224,56;8,98;5,90;98,92;97,49;26;4369;526,83;66;46;966
1300;1377;2011;2;Kota Pariaman;1;3;0,85;2;22,86;21,57;28,57;7,04;85,80;7,17;17,66;28,53;1,21;1,23;18,13;20,94;37,64;6,68;1.241,77;9,27;5,66;97,58;98,14;26;3706;526,83;66;46;966
1300;1377;2012;3;Kota Pariaman;1;4;0,85;1;22,26;21,82;29,92;7,14;85,17;7,69;18,50;20,18;1,14;0,70;21,20;11,46;39,59;7,74;1.258,37;9,32;5,02;98,20;99,31;26;4174;526,83;66;46;966
1300;1377;2013;4;Kota Pariaman;0;3;0,85;0;21,81;22,15;31,30;4,98;86,51;8,52;19,76;26,12;1,51;0,25;22,96;12,92;33,18;11,69;1.275,90;9,88;5,35;98,76;99,20;26;4179;526,83;66;46;966
1300;1377;2014;5;Kota Pariaman;0;3;0,85;4;21,37;22,32;32,79;3,76;87,53;8,71;21,01;25,21;1,34;0,27;22,96;12,92;33,18;11,69;1.290,94;9,94;5,12;99,81;99,12;26;5116;526,83;66;46;966
1300;1377;2015;6;Kota Pariaman;1;4;0,85;3;20,89;22,58;34,24;3,76;87,53;8,71;21,01;25,21;7,30;1,49;25,01;15,95;40,79;13,36;1.307,90;10,24;4,85;99,54;99,94;26;5023;526,83;66;46;966
1300;1377;2016;7;Kota Pariaman;0;4;0,85;2;20,43;22,83;35,74;2,67;79,21;18,13;19,27;26,84;0,27;0,00;25,95;19,91;28,80;7,23;1.323,07;10,49;4,66;99,84;100,37;26;4213;526,83;66;46;966
1300;1377;2017;8;Kota Pariaman;1;4;0,85;1;19,78;22,70;37,34;2,79;80,60;16,61;23,33;23,90;3,84;0,83;31,83;17,97;20,89;8,71;1.337,38;10,10;5,20;99,16;98,84;26;4135;526,83;66;46;966
1300;1377;2018;9;Kota Pariaman;0;4;0,85;0;19,19;22,89;38,93;2,27;81,43;16,30;24,63;20,86;2,31;0,71;31,91;17,03;20,60;10,91;1.352,94;10,36;5,03;99,42;99,76;26;4429;526,83;66;46;966
1300;1377;2019;10;Kota Pariaman;0;4;0,89;2;18,56;22,88;40,59;1,88;81,31;16,81;23,62;22,23;2,35;0,37;31,08;13,45;21,63;12,88;1.366,45;10,37;4,76;99,18;99,72;26;4109;526,83;66;46;966
1300;1377;2020;11;Kota Pariaman;0;4;0,89;1;17,93;22,88;37,62;2,45;79,85;17,70;24,09;14,64;1,89;0,00;38,76;7,89;22,12;15,30;1.454,81;10,38;4,49;98,94;99,68;26;4901;526,83;66;46;966
1400;1401;2010;1;Kab. Kuantan Singingi;0;3;0,79;0;59,03;31,65;56,64;60,61;34,67;4,72;13,07;16,73;6,72;3,16;44,24;8,66;32,90;5,60;53,74;7,19;12,57;97,07;90,37;26;3047;20,82;5259;114;865
1400;1401;2011;2;Kab. Kuantan Singingi;0;4;0,79;0;58,93;31,87;58,77;51,20;46,65;2,15;20,37;14,87;6,06;2,85;33,60;10,07;37,00;5,94;53,95;7,46;10,19;96,97;95,27;25;2789;20,82;5259;114;865
1400;1401;2012;3;Kab. Kuantan Singingi;1;4;0,79;0;58,18;32,34;60,58;49,56;47,80;2,64;23,89;20,52;3,05;1,93;31,61;16,10;33,03;6,95;55,45;7,68;10,29;97,25;96,06;26;2706;20,82;5259;114;865
1400;1401;2013;4;Kab. Kuantan Singingi;0;4;0,79;0;57,03;33,53;63,04;44,59;55,26;0,15;23,00;24,69;1,68;0,21;34,60;11,67;33,35;9,91;56,20;7,70;11,28;97,51;98,62;26;2702;20,82;5259;114;865
1400;1401;2014;5;Kab. Kuantan Singingi;1;4;0,79;0;57,04;33,66;65,45;45,82;53,13;1,04;26,93;25,58;2,26;0,26;34,60;11,67;33,35;9,91;56,91;8,17;10,75;98,44;97,60;25;2747;20,82;5259;114;865
1400;1401;2015;6;Kab. Kuantan Singingi;1;4;0,79;0;53,81;36,31;63,31;45,82;53,13;1,04;26,93;25,58;2,52;0,06;36,68;11,46;38,97;10,29;57,58;8,18;10,80;97,97;98,72;26;2445;20,82;5259;114;865
1400;1401;2016;7;Kab. Kuantan Singingi;1;4;0,79;0;53,32;36,94;65,01;19,66;65,09;15,24;18,63;13,82;0,79;0,45;2,33;0,27;3,27;0,88;58,25;8,19;9,85;97,99;98,85;26;2562;20,82;5259;114;865
1400;1401;2017;8;Kab. Kuantan Singingi;1;4;0,79;0;53,18;37,26;67,16;18,12;62,38;19,50;21,10;14,94;0,75;0,03;34,77;10,82;37,35;10,07;58,85;8,20;9,97;97,93;99,46;26;2606;20,82;5259;114;865
1400;1401;2018;9;Kab. Kuantan Singingi;0;4;0,79;0;52,92;37,61;69,60;19,34;60,62;20,04;21,90;14,64;0,80;0,10;34,65;10,81;36,21;11,82;59,44;8,31;9,92;98,87;98,25;26;2847;20,82;5259;114;865
1400;1401;2019;10;Kab. Kuantan Singingi;0;4;0,90;0;52,39;38,17;72,14;15,32;60,15;24,53;19,90;21,13;0,82;0,21;31,84;13,59;34,50;12,54;59,97;8,58;9,56;98,77;98,31;26;2202;20,82;5259;114;865
1400;1401;2020;11;Kab. Kuantan Singingi;1;4;0,90;0;53,43;37,70;71,40;21,85;59,55;18,61;20,77;11,41;4,36;0,23;40,10;7,50;32,31;13,96;61,21;8,59;8,91;100,07;98,99;26;2682;20,82;5259;114;865
1400;1402;2010;1;Kab. Indragiri Hulu;1;1;0,87;0;45,67;37,46;56,87;69,33;28,79;1,88;14,53;9,14;2,77;3,54;24,55;13,97;33,43;12,22;46,42;7,20;8,90;98,16;87,09;26;2942;363,17;7724;154;800
1400;1402;2011;2;Kab. Indragiri Hulu;1;3;0,87;4;46,28;36,73;58,79;54,38;44,47;1,15;20,44;15,51;2,19;2,80;24,55;13,97;33,43;12,22;47,27;7,31;7,25;96,87;86,03;26;2554;363,17;7724;154;800
1400;1402;2012;3;Kab. Indragiri Hulu;1;3;0,87;3;46,03;37,23;61,77;48,31;50,44;1,25;21,66;32,75;1,98;0,63;27,00;15,53;32,75;7,89;48,76;7,38;7,17;96,97;87,47;26;2636;363,17;7724;154;800
1400;1402;2013;4;Kab. Indragiri Hulu;1;3;0,87;2;44,92;38,46;64,18;48,31;50,44;1,25;21,66;32,75;2,18;0,50;28,13;12,38;30,49;11,34;49,84;7,46;7,50;97,89;93,68;26;2606;363,17;7724;154;800
1400;1402;2014;5;Kab. Indragiri Hulu;1;3;0,87;1;44,72;38,88;66,28;49,63;49,44;0,93;24,32;32,12;2,80;1,37;24,55;13,97;33,43;12,22;50,93;7,55;7,28;98,46;93,05;26;2402;363,17;7724;154;800
1400;1402;2015;6;Kab. Indragiri Hulu;1;3;0,87;0;39,69;42,64;62,99;49,63;49,44;0,93;24,32;32,12;1,41;0,04;22,01;10,86;24,76;8,66;52,01;7,82;7,76;97,69;95,42;26;2157;363,17;7724;154;800
1400;1402;2016;7;Kab. Indragiri Hulu;1;4;0,87;4;40,98;41,92;64,02;24,71;60,11;15,18;27,82;16,73;0,03;0,00;30,45;12,02;30,81;12,69;53,07;7,84;7,12;98,01;97,35;26;2802;363,17;7724;154;800
1400;1402;2017;8;Kab. Indragiri Hulu;1;4;0,87;3;39,96;42,88;65,29;21,20;59,91;18,89;29,86;17,26;0,92;0,00;17,35;11,97;30,81;13,07;54,10;7,95;6,96;98,10;99,32;26;2643;363,17;7724;154;800
1400;1402;2018;9;Kab. Indragiri Hulu;0;4;0,87;2;38,94;43,84;66,32;23,52;61,12;15,35;30,03;10,53;0,33;0,00;35,83;6,06;32,79;15,57;55,12;8,07;6,81;98,20;100,00;26;2713;363,17;7724;154;800
1400;1402;2019;10;Kab. Indragiri Hulu;0;4;0,91;1;37,92;44,79;67,60;24,16;57,02;18,82;27,27;20,74;0,65;0,00;33,96;12,68;29,71;12,93;56,12;8,18;6,66;98,29;100,00;26;2103;363,17;7724;154;800
1400;1402;2020;11;Kab. Indragiri Hulu;1;4;0,91;0;38,71;44,39;67,32;20,19;63,10;16,71;24,81;7,29;4,10;0,02;34,62;0,92;31,95;15,21;56,30;8,38;5,96;100,00;98,70;26;2761;363,17;7724;154;800
1400;1403;2010;1;Kab. Indragiri Hilir;1;3;0,87;3;49,39;31,01;41,85;58,70;38,72;2,58;20,19;16,11;2,14;2,54;29,10;5,48;35,71;7,51;49,59;6,54;9,41;99,06;69,95;26;2946;128,82;12615;207;774
1400;1403;2011;2;Kab. Indragiri Hilir;0;3;0,87;2;49,76;30,35;44,48;47,11;47,45;5,44;20,52;24,95;1,64;1,95;24,43;12,51;40,51;6,73;49,99;6,66;7,65;97,66;74,10;26;2697;128,82;12615;207;774
1400;1403;2012;3;Kab. Indragiri Hilir;1;3;0,87;1;48,67;31,42;47,97;37,74;57,41;4,85;17,34;25,10;3,03;2,09;20,23;13,32;40,67;7,21;50,03;6,70;7,81;98,37;76,11;26;2716;128,82;12615;207;774
1400;1403;2013;4;Kab. Indragiri Hilir;1;3;0,87;0;47,89;32,39;50,72;37,86;58,39;3,75;25,46;23,83;0,72;0,04;36,14;8,50;25,92;12,52;50,70;6,74;7,88;97,88;80,39;26;2682;128,82;12615;207;774
1400;1403;2014;5;Kab. Indragiri Hilir;0;3;0,87;4;48,27;32,06;53,50;39,33;57,29;3,37;26,01;22,98;1,65;0,24;76,44;0,75;0,14;0,94;51,37;6,81;7,51;99,14;79,79;26;2342;128,82;12615;207;774
1400;1403;2015;6;Kab. Indragiri Hilir;1;3;0,87;3;47,44;32,54;53,89;39,33;57,29;3,37;26,01;22,98;0,87;0,22;37,52;9,20;30,44;12,50;52,05;6,82;8,11;98,75;84,34;26;2119;128,82;12615;207;774
1400;1403;2016;7;Kab. Indragiri Hilir;0;4;0,87;2;47,43;32,52;55,67;14,50;65,56;19,94;21,03;20,87;3,07;0,03;27,83;12,34;27,12;12,34;52,73;6,94;7,99;98,74;87,80;27;2901;128,82;12615;207;774
1400;1403;2017;8;Kab. Indragiri Hilir;1;4;0,87;1;47,26;32,42;57,45;13,06;69,81;17,13;24,94;17,57;4,73;0,01;33,47;11,92;28,40;15,38;53,41;7,18;7,70;98,66;85,28;26;2909;128,82;12615;207;774
1400;1403;2018;9;Kab. Indragiri Hilir;1;4;0,87;0;46,91;32,34;58,78;16,44;67,36;16,21;26,86;11,87;3,63;0,03;34,00;6,48;30,25;18,97;54,09;7,19;7,05;98,22;90,24;26;2746;128,82;12615;207;774
1400;1403;2019;10;Kab. Indragiri Hilir;0;4;0,90;0;46,80;32,40;60,46;14,62;66,87;18,51;28,72;12,98;2,25;0,04;34,41;6,70;29,10;19,75;54,77;7,22;6,54;98,64;91,30;26;2325;128,82;12615;207;774
1400;1403;2020;11;Kab. Indragiri Hilir;0;4;0,90;0;48,14;32,64;68,84;18,00;63,33;18,68;27,27;13,47;2,86;0,05;34,06;4,66;29,64;22,68;48,31;7,23;5,93;100,07;94,79;26;2667;128,82;12615;207;774
1400;1404;2010;1;Kab. Pelalawan;1;3;0,76;1;40,70;53,45;78,13;73,03;24,96;2,00;26,43;19,57;2,03;4,47;31,91;14,53;25,30;7,69;22,97;6,94;14,51;97,52;84,90;26;2780;74,89;12758;97;871
1400;1404;2011;2;Kab. Pelalawan;0;3;0,76;0;40,31;53,73;76,35;60,85;37,31;1,84;26,47;25,86;1,52;3,34;22,59;24,45;25,08;8,56;24,85;7,20;11,93;95,56;82,97;26;2675;74,89;12758;97;871
1400;1404;2012;3;Kab. Pelalawan;1;4;0,76;3;40,86;52,77;76,27;60,07;37,54;2,39;26,38;26,91;2,64;2,65;30,01;17,37;28,70;6,86;25,63;7,41;11,11;95,79;86,14;26;2822;74,89;12758;97;871
1400;1404;2013;4;Kab. Pelalawan;1;4;0,76;2;40,58;52,84;76,38;54,72;44,17;1,11;27,13;22,06;3,87;1,42;30,34;14,24;27,07;9,88;27,01;7,74;12,00;95,92;89,92;26;2681;74,89;12758;97;871
1400;1404;2014;5;Kab. Pelalawan;1;4;0,76;1;40,31;53,14;77,03;54,83;44,02;1,15;26,15;22,22;0,66;0,05;29,13;17,79;27,77;7,08;28,44;7,82;11,15;96,98;88,76;26;2637;74,89;12758;97;871
1400;1404;2015;6;Kab. Pelalawan;0;4;0,76;0;39,38;54,00;75,00;54,83;44,02;1,15;26,15;22,22;2,27;3,64;34,67;17,51;32,12;11,31;29,93;8,17;12,09;98,88;92,23;26;2289;74,89;12758;97;871
1400;1404;2016;7;Kab. Pelalawan;0;4;0,76;4;39,16;54,17;73,42;32,51;54,30;13,19;28,45;27,74;1,10;0,38;27,07;19,96;29,31;9,39;31,48;8,18;11,00;99,17;92,17;26;2594;74,89;12758;97;871
1400;1404;2017;8;Kab. Pelalawan;1;4;0,76;3;39,13;54,21;72,70;30,53;55,55;13,92;33,60;17,75;1,43;0,17;33,21;12,18;29,43;12,26;33,09;8,19;10,25;99,48;94,65;26;2668;74,89;12758;97;871
1400;1404;2018;9;Kab. Pelalawan;0;4;0,76;2;38,93;54,39;71,74;30,34;56,08;13,57;33,43;12,61;0,69;0,13;34,86;8,63;30,69;12,99;34,74;8,44;9,73;99,21;97,80;26;2669;74,89;12758;97;871
1400;1404;2019;10;Kab. Pelalawan;0;4;0,88;1;38,50;54,82;71,00;31,97;52,91;15,12;31,65;16,82;1,60;0,16;34,78;8,80;29,59;13,89;36,47;8,49;9,62;99,02;96,83;26;2157;74,89;12758;97;871
1400;1404;2020;11;Kab. Pelalawan;1;4;0,88;0;39,24;54,56;90,33;25,98;59,84;14,18;30,40;20,55;3,44;0,27;34,39;11,27;28,14;15,03;29,31;8,50;9,16;100,00;98,83;26;2607;74,89;12758;97;871
1400;1405;2010;1;Kab. Siak;1;3;0,88;1;60,11;36,24;138,28;99,01;0,00;0,99;17,50;39,91;6,18;2,07;33,71;7,87;24,56;10,84;48,57;8,60;6,49;98,56;90,40;26;2717;19,23;8275;50;954
1400;1405;2011;2;Kab. Siak;0;4;0,88;0;58,32;37,71;133,11;97,22;2,08;0,70;20,56;32,44;6,26;2,10;29,68;23,33;23,58;6,54;50,19;8,72;5,29;97,61;95,08;26;2834;19,23;8275;50;954
1400;1405;2012;3;Kab. Siak;0;4;0,88;3;57,91;37,80;131,72;89,65;9,46;0,89;21,56;35,87;5,58;1,68;33,71;7,87;24,56;10,84;51,77;8,77;5,17;97,57;96,55;26;2774;19,23;8275;50;954
1400;1405;2013;4;Kab. Siak;0;4;0,88;2;54,01;41,20;124,88;83,59;15,41;1,00;20,29;34,96;5,43;0,27;33,71;7,87;24,56;10,84;53,33;8,81;5,54;97,95;97,78;26;2627;19,23;8275;50;954
1400;1405;2014;5;Kab. Siak;1;4;0,88;1;51,70;43,20;120,15;86,16;13,17;0,67;21,13;37,97;0,49;1,46;33,71;7,87;24,56;10,84;54,90;9,05;5,22;98,02;96,74;26;2699;19,23;8275;50;954
1400;1405;2015;6;Kab. Siak;1;4;0,88;0;49,71;45,04;116,55;86,16;13,17;0,67;21,13;37,97;3,42;0,77;32,94;8,07;26,77;11,38;56,48;9,20;5,67;99,41;95,07;26;2229;19,23;8275;50;954
1400;1405;2016;7;Kab. Siak;1;4;0,88;4;48,97;45,64;113,80;65,16;19,89;14,95;25,18;14,98;1,51;0,83;3,97;5,26;3,82;3,10;58,04;9,21;5,52;99,24;99,44;27;2490;19,23;8275;50;954
1400;1405;2017;8;Kab. Siak;1;4;0,88;3;48,16;46,30;111,79;63,79;22,90;13,31;33,90;13,28;1,31;1,70;30,38;0,00;31,49;13,34;59,63;9,40;5,80;98,77;99,21;26;2714;19,23;8275;50;954
1400;1405;2018;9;Kab. Siak;0;4;0,88;2;47,12;47,16;110,11;66,18;23,28;10,54;33,57;10,52;1,14;1,95;33,36;0,09;31,81;13,41;61,20;9,64;5,44;99,63;98,45;26;2566;19,23;8275;50;954
1400;1405;2019;10;Kab. Siak;0;4;0,89;1;45,12;48,97;108,91;63,48;23,16;13,36;33,28;17,77;1,03;1,64;32,78;0,42;24,03;11,40;62,78;9,65;5,03;98,80;99,19;26;2131;19,23;8275;50;954
1400;1405;2020;11;Kab. Siak;1;4;0,89;0;44,22;50,23;116,76;54,33;27,53;18,15;31,43;17,46;2,67;2,29;31,60;0,17;28,61;15,68;58,49;9,66;5,09;100,00;99,36;26;2538;19,23;8275;50;954
1400;1406;2010;1;Kab. Kampar;1;3;0,86;1;62,50;29,80;54,64;84,89;11,61;3,50;13,26;28,89;2,36;3,21;24,37;22,32;33,66;6,74;66,86;8,08;10,47;98,48;91,91;26;2957;35,86;10983;51;963
1400;1406;2011;2;Kab. Kampar;0;3;0,86;0;61,86;30,35;55,37;68,20;29,85;1,95;17,32;22,66;1,99;2,70;24,71;15,85;36,88;11,37;68,70;8,56;8,52;97,94;97,71;25;2881;35,86;10983;51;963
1400;1406;2012;3;Kab. Kampar;0;3;0,86;0;60,54;31,62;56,81;65,93;32,41;1,66;16,55;16,89;5,03;2,56;25,54;15,16;38,43;6,62;70,85;8,59;8,36;97,80;98,04;26;2843;35,86;10983;51;963
1400;1406;2013;4;Kab. Kampar;0;3;0,86;4;59,15;33,04;58,80;60,89;36,89;2,22;16,14;21,37;4,06;0,31;25,22;16,35;32,19;10,62;72,77;8,62;9,04;97,96;97,34;26;2939;35,86;10983;51;963
1400;1406;2014;5;Kab. Kampar;1;3;0,86;3;58,64;33,47;59,26;63,85;33,92;2,23;14,98;24,95;0,92;0,08;18,56;22,18;37,65;8,41;74,68;8,62;8,68;98,81;99,20;26;2890;35,86;10983;51;963
1400;1406;2015;6;Kab. Kampar;0;3;0,86;2;58,20;33,84;58,40;63,85;33,92;2,23;14,98;24,95;2,05;0,06;24,46;18,51;35,57;10,08;76,60;8,84;9,17;98,86;98,09;26;2508;35,86;10983;51;963
1400;1406;2016;7;Kab. Kampar;0;4;0,86;1;57,75;34,30;58,58;34,56;45,93;19,51;18,01;16,00;4,29;0,38;9,12;11,44;41,53;9,54;78,50;8,85;8,38;99,18;99,46;26;2443;35,86;10983;51;963
1400;1406;2017;8;Kab. Kampar;1;4;0,86;0;56,46;35,47;58,89;32,54;47,78;19,68;23,78;15,77;2,01;0,48;26,74;11,84;38,89;13,78;80,40;9,09;8,02;99,38;99,73;26;2723;35,86;10983;51;963
1400;1406;2018;9;Kab. Kampar;0;4;0,86;0;55,64;36,06;58,65;36,51;45,54;17,95;25,18;14,55;0,76;0,41;29,53;9,51;38,63;13,49;82,28;9,10;8,18;99,59;99,33;26;2820;35,86;10983;51;963
1400;1406;2019;10;Kab. Kampar;0;4;0,91;0;53,86;37,72;59,57;37,41;41,96;20,63;25,86;21,33;0,92;0,25;28,03;16,93;34,36;13,42;84,14;9,25;7,71;99,17;99,86;26;2310;35,86;10983;51;963
1400;1406;2020;11;Kab. Kampar;1;4;0,91;0;52,08;39,38;61,35;30,97;46,95;22,08;28,47;17,04;0,95;0,00;28,12;12,51;35,74;16,65;80,96;9,40;7,24;98,76;100,40;26;2618;35,86;10983;51;963
