,,,,,Outcome,Governance,,,Macroeconomic,,,Fiscal,,,,,,,,,,,Demograpy and Access,,,,,Geography and Location,,,,,,,,,Pendapatan,,,,,,,,Belanja Menurut Jenis,,,,,,Belanja Menurut Fungsi,,,,,,,,
IDP,ID,Year,T,Nama,Corrupt,FinAudit,PolComm,YTElection,Resource,Industry,GDPCap,NRRev,GAF,SAF,GSExp,CapExp,GrantExp,SocAssExp,AdminFunc,InfraFunc,EduFunc,HealthFunc,Density,YearsSch,Povrate,Literacy,ElecAcces,Temperature,Rainfall,Elevation,Area,DistCapital,DistJKT,,PDRB (Rp Juta),Populasi,Pajak,Retribusi,PAD (dalam juta Rupiah),DBH,DAU,DAK,TKD (Transfer ke Daerah),PENDAPATAN (TOTREV),Pegawai,Barang Jasa,Modal,BELANJA,Hibah,Bansos,Ekonomi,Kesehatan,Ketertiban dan Keamanan,Lingkungan Hidup,Pariwisata dan Budaya,Pelayanan Umum,Pendidikan,Perlindungan Sosial,Perumahan dan Fasilitas Umum
7400,7412,2014,10,Kab. Konawe Kepulauan,0,3,0.91,1,51.19,14.15,3.77,5.28,94.72,0.00,29.50,53.55,34.75,1.45,35.85,27.13,13.28,11.93,53.54,7.56,13.47,98.12,99.22,26,2091,387.33,3635,90,1710,,"733,949","194,609",261,0,"2,563","5,448","97,699",0,"103,147","126,088","10,860","32,503","59,014","110,195","38,297","1,593","8,371,625,666","13,145,633,745","2,054,608,883","671,323,373","808,469,765","39,503,065,546","14,637,360,749","1,108,303,039","29,894,391,871"
7400,7412,2015,10,Kab. Konawe Kepulauan,0,3,0.91,0,51.19,14.15,4.07,5.28,94.72,0.00,29.50,53.55,7.01,0.00,129.40,97.93,47.95,43.06,53.54,7.56,13.47,98.12,99.22,26,1720,387.33,3635,90,1710,,"791,129","194,609","6,845",0,"2,563","5,448","97,699",0,"103,147","126,088","10,860","32,503","59,014","110,195","7,723",0,"30,218,751,082","47,451,313,495","7,416,446,563","2,423,251,435","2,918,303,753","142,592,771,384","52,835,945,921","4,000,600,958","107,908,693,334"
7400,7412,2016,10,Kab. Konawe Kepulauan,0,3,0.91,4,51.19,14.15,4.38,2.11,69.86,28.04,18.70,55.67,0.33,0.00,32.06,25.85,12.28,11.30,53.54,7.56,13.47,98.12,99.22,26,2591,387.33,3635,90,1710,,"852,992","194,609",711,74,"9,718","9,426","312,717","125,507","447,649","510,244","85,056","98,129","292,096","524,673","1,737",0,"31,693,222,465","59,293,133,244","9,818,359,721","2,989,467,093","2,617,995,065","168,196,924,454","64,441,483,856","4,443,313,908","135,649,612,134"
7400,7412,2017,10,Kab. Konawe Kepulauan,0,3,0.91,3,51.19,14.15,4.69,1.76,77.21,21.03,19.00,47.61,0.20,0.00,34.57,29.15,13.57,12.69,53.54,7.56,13.47,98.12,99.22,26,3171,387.33,3635,90,1710,,"913,548","194,609","1,040",170,"11,873","7,091","310,661","84,622","402,375","551,004","84,182","106,496","266,880","560,548","1,134",0,"33,167,693,848","71,134,952,993","12,220,272,879","3,555,682,751","2,317,686,377","193,801,077,525","76,047,021,791","4,886,026,859","163,390,530,935"
7400,7412,2018,10,Kab. Konawe Kepulauan,0,3,0.91,2,51.19,14.15,5.04,3.58,74.85,21.58,27.13,38.65,0.17,0.00,37.49,25.00,14.45,10.99,53.54,7.56,13.47,98.12,99.22,26,2143,387.33,3635,90,1710,,"981,375","194,609","1,142",107,"15,097","15,086","315,499","90,949","421,534","514,548","86,146","146,292","208,393","539,176",901,0,"38,489,606,469","59,269,787,633","11,376,008,126","3,948,837,073","5,157,138,263","202,162,512,196","77,922,467,152","6,075,150,545","134,774,417,111"
7400,7412,2019,10,Kab. Konawe Kepulauan,0,4,0.91,1,51.19,14.15,5.41,4.45,72.26,23.29,26.81,35.82,0.68,0.47,40.91,24.93,14.23,9.13,53.54,7.56,13.47,98.12,99.22,26,2049,387.33,3635,90,1710,,"1,053,579","194,609","2,024",407,"10,708","20,561","333,935","107,612","462,107","566,174","93,570","149,810","200,194","558,829","3,805","2,608","32,956,142,702","51,023,402,844","12,479,898,259","3,414,133,786","5,593,710,606","228,642,163,542","79,538,667,378","5,841,333,989","139,339,354,760"
7400,7412,2020,10,Kab. Konawe Kepulauan,1,4,0.91,0,51.19,14.15,5.38,5.45,75.75,18.80,25.40,24.09,7.63,0.00,49.78,14.93,15.39,10.43,53.54,7.56,13.47,98.12,99.22,26,2555,387.33,3635,90,1710,,"1,046,986","194,609","1,101",466,"9,978","21,950","304,962","75,704","402,616","506,665","94,653","124,669","118,201","490,750","37,463",0,"25,020,756,994","51,178,424,651","12,145,050,569","2,100,566,707","2,816,907,374","244,288,757,009","75,546,417,302","4,372,685,300","73,280,386,395"
7400,7415,2016,7,Kab. Buton Selatan,0,3,0.89,1,59.82,17.91,22.68,2.30,76.24,21.47,15.77,31.22,5.26,0.12,37.84,20.40,21.78,5.94,150.66,6.69,16.31,86.81,86.20,26,2698,58.33,510,90,1710,,"1,742,701","76,825","1,390",489,"7,667","10,196","338,574","95,349","444,119","517,705","156,579","73,627","145,754","466,813","24,544",563,"39,013,058,593","27,732,519,516","5,780,687,478","5,413,857,922","3,254,933,600","176,647,550,787","101,650,470,976","12,095,784,316","95,224,456,946"
7400,7415,2017,8,Kab. Buton Selatan,0,3,0.89,0,59.57,17.84,24.00,2.17,80.81,17.02,19.84,34.12,2.18,0.00,41.14,20.38,19.00,7.80,152.31,6.90,15.76,88.66,89.28,26,2589,58.33,510,90,1710,,"1,864,284","77,665","1,529",882,"8,495","9,054","337,380","71,067","417,502","524,785","151,186","106,657","183,453","537,680","11,725",0,"39,449,054,980","41,961,832,041","6,673,252,701","2,565,350,625","7,118,200,682","221,176,366,008","102,168,488,644","8,924,287,305","109,568,642,849"
7400,7415,2018,9,Kab. Buton Selatan,0,4,0.89,0,59.32,17.77,25.05,3.32,70.90,25.78,25.20,26.94,0.79,0.00,36.56,22.02,19.84,10.90,153.96,7.11,15.21,90.50,92.35,26,2210,58.33,510,90,1710,,"1,966,490","78,505","1,626","1,129","25,863","16,090","343,793","125,031","484,914","576,632","169,275","137,100","146,547","543,977","4,292",0,"33,701,289,647","59,273,928,773","5,626,550,689","3,332,104,881","6,413,889,429","198,857,362,677","107,897,920,250","9,494,494,997","119,783,277,787"
7400,7415,2019,10,Kab. Buton Selatan,0,4,0.89,0,59.08,17.71,25.99,5.18,74.71,20.10,26.85,26.10,0.50,0.01,40.31,10.79,20.99,13.16,155.60,7.32,14.66,92.35,95.43,26,1869,58.33,510,90,1710,,"2,062,349","79,345","1,594","1,621","14,985","25,582","368,868","99,256","493,705","617,836","181,354","161,852","157,309","602,708","3,014",50,"53,060,389,012","79,320,120,480","8,952,284,442","4,243,623,657","12,321,322,309","242,948,431,849","126,524,702,912","10,318,086,674","65,018,950,681"
7400,7415,2020,11,Kab. Buton Selatan,0,4,0.89,0,58.83,17.64,25.36,4.90,71.24,23.85,23.56,25.39,0.13,0.08,45.54,7.88,21.58,17.46,157.25,7.53,14.11,94.19,98.50,26,2558,58.33,510,90,1710,,"2,033,595","80,185","1,981","2,616","19,878","23,154","336,334","112,602","472,089","617,828","189,182","145,964","157,354","619,638",834,494,"25,051,394,899","108,172,145,866","4,882,268,525","2,875,769,645","6,968,972,434","282,152,540,617","133,710,025,540","6,976,385,819","48,848,029,943"
7400,7471,2010,1,Kota Kendari,1,3,0.86,2,14.24,25.20,28.34,9.25,83.80,6.95,13.54,24.21,0.37,1.96,31.46,11.72,37.32,9.54,961.11,10.43,8.02,97.66,98.65,26,3791,756.86,301,0,1757,,"8,194,900","289,188","14,332","16,972","46,737","38,159","345,765","28,685","412,609","583,316","357,430","81,549","145,771","602,077","2,204","11,795","28,010,836,980","57,466,489,983","7,966,181,248","18,790,578,565","2,210,082,347","189,423,729,321","224,688,008,549","2,956,953,943","70,564,133,714"
7400,7471,2011,2,Kota Kendari,1,3,0.86,1,13.48,26.63,30.69,7.20,86.05,6.75,15.05,21.21,0.32,1.72,30.53,11.60,38.07,8.36,978.66,10.91,7.46,96.39,98.96,26,2628,756.86,301,0,1757,,"9,036,001","294,469","31,464","23,542","62,800","33,429","399,485","31,327","464,241","696,805","414,447","102,966","145,112","684,117","2,204","11,795","38,289,071,672","57,166,755,758","9,109,956,112","24,852,748,297","2,453,728,936","208,869,344,496","260,461,602,743","3,525,210,978","79,388,801,819"
7400,7471,2012,3,Kota Kendari,1,3,0.86,0,12.91,27.82,31.54,7.45,85.05,7.50,14.67,15.55,1.42,1.32,30.97,5.59,41.87,9.34,"1,046.04",11.18,6.39,98.23,99.84,26,2612,756.86,301,0,1757,,"9,926,252","314,744","36,563","25,234","70,858","41,941","478,764","42,248","562,952","745,296","471,428","104,900","111,199","715,045","10,188","9,414","10,815,857,366","66,763,136,150","39,519,540,719","30,299,671,519","3,091,828,813","221,474,548,962","299,411,336,077","3,696,560,400","39,972,411,188"
7400,7471,2013,4,Kota Kendari,0,4,0.86,4,12.69,27.92,32.84,6.32,85.35,8.33,16.09,23.18,2.60,0.60,28.68,16.77,28.67,12.59,"1,091.71",11.57,6.07,98.04,98.77,26,3298,756.86,301,0,1757,,"10,787,974","328,486","45,571","35,879","94,864","41,149","555,694","54,258","651,101","916,011","512,828","136,661","196,885","849,332","22,070","5,058","59,121,352,203","106,957,845,845","8,127,902,268","28,915,459,022","5,141,378,464","243,566,691,474","243,476,430,189","11,632,741,051","142,392,445,444"
7400,7471,2014,5,Kota Kendari,0,4,0.86,3,12.74,28.42,35.18,4.92,87.18,7.90,16.20,28.14,3.82,1.25,25.08,17.17,33.72,9.53,"1,119.24",11.65,5.56,98.82,97.18,26,2409,756.86,301,0,1757,,"11,848,051","336,769","72,295","50,709","167,470","34,521","611,180","55,354","701,055","1,039,765","572,724","169,740","294,906","1,047,963","40,057","13,065","80,843,157,158","99,903,410,163","11,461,242,360","50,485,104,911","4,979,488,823","262,834,089,606","353,399,801,999","4,151,082,786","179,905,629,833"
7400,7471,2015,6,Kota Kendari,0,4,0.86,2,12.09,28.94,37.17,4.92,87.18,7.90,16.20,28.14,0.54,0.35,29.67,18.98,35.23,13.05,"1,143.05",11.66,5.59,99.01,99.90,26,2151,756.86,301,0,1757,,"12,784,366","343,932","147,889","50,709","167,470","34,521","611,180","55,354","701,055","1,039,765","572,724","169,740","294,906","1,047,963","5,627","3,645","67,259,329,282","136,805,546,878","9,273,882,751","35,483,648,817","5,499,825,692","310,916,819,629","369,213,644,876","14,793,265,931","198,862,971,384"
7400,7471,2016,7,Kota Kendari,1,4,0.86,1,12.26,28.60,39.31,2.73,63.76,33.51,13.44,34.77,2.37,0.00,22.18,24.99,28.32,12.58,"1,178.07",11.67,5.51,99.20,99.62,26,3049,756.86,301,0,1757,,"13,935,907","354,468","90,096","34,846","179,063","28,843","674,633","354,552","1,058,028","1,394,768","698,706","190,379","492,421","1,416,199","33,531",25,"103,604,069,777","178,199,842,901","14,895,099,278","37,368,778,057","5,257,380,835","314,172,233,189","401,012,802,346","7,830,986,299","353,858,086,307"
7400,7471,2017,8,Kota Kendari,0,4,0.86,0,12.38,28.18,40.41,3.03,78.41,18.56,18.08,27.17,1.93,0.74,25.46,22.11,28.51,12.46,"1,219.17",11.68,5.01,99.52,99.76,26,3371,756.86,301,0,1757,,"14,825,460","366,836","100,967","24,979","218,341","25,604","662,782","156,902","845,288","1,131,988","585,622","203,385","305,620","1,124,652","21,663","8,344","69,457,226,290","140,149,956,016",0,"23,403,940,714","5,967,690,819","286,351,024,602","320,628,504,028","30,087,521,574","248,606,492,996"
7400,7471,2018,9,Kota Kendari,1,4,0.86,0,12.70,27.86,41.63,3.30,70.26,26.44,17.14,31.76,1.21,0.39,22.99,25.72,25.90,15.27,"1,255.65",11.69,4.69,98.93,99.82,26,2610,756.86,301,0,1757,,"15,727,055","377,812","103,213","21,029","176,116","31,093","662,782","249,388","943,263","1,232,807","603,135","209,363","387,946","1,221,622","14,762","4,720","58,751,161,705","186,572,811,253",0,"24,345,615,533","6,381,960,909","280,871,107,771","316,409,359,621","34,101,078,888","314,189,235,523"
7400,7471,2019,10,Kota Kendari,0,4,0.89,0,12.77,27.73,43.06,3.66,75.09,21.25,16.56,33.87,1.09,0.23,26.90,22.02,27.05,14.97,"1,292.44",11.94,4.44,99.32,100.00,26,2526,756.86,301,0,1757,,"16,745,399","388,883","119,628","23,952","215,331","34,403","706,229","199,816","940,448","1,315,817","624,171","214,761","439,346","1,297,193","14,175","3,033","51,670,938,538","194,144,666,995",0,"24,529,435,584","8,419,402,724","348,967,672,040","350,929,596,539","32,940,267,995","285,591,114,194"
7400,7471,2020,11,Kota Kendari,1,4,0.89,0,12.73,27.07,41.29,4.90,73.62,21.48,14.73,25.35,0.84,0.22,27.20,16.85,27.83,18.87,"1,330.36",12.20,4.34,100.00,99.83,26,3221,756.86,301,0,1757,,"16,527,126","400,292","116,857","18,192","221,823","42,674","641,235","187,105","871,014","1,259,934","645,904","176,581","303,826","1,198,599","10,046","2,669","39,573,408,250","226,128,103,772",0,"26,890,416,621","5,959,423,732","325,967,382,239","333,560,745,124","38,566,569,486","201,952,872,073"
7400,7472,2010,1,Kota Bau-bau,0,2,0.83,2,19.39,23.90,24.28,8.21,83.86,7.94,12.29,20.54,0.34,2.24,28.81,8.51,36.90,9.87,612.38,9.02,12.06,95.58,91.30,25,3656,188.32,221,159,1756,,"3,285,316","135,336","3,685","10,376","20,961","27,439","280,431","26,546","334,416","377,550","227,608","44,007","73,555","358,165","1,228","8,022","36,677,766,001","35,339,686,749","5,347,485,414","10,328,561,734","1,638,221,378","103,171,290,448","132,173,475,199","3,021,637,423","30,466,507,980"
7400,7472,2011,2,Kota Bau-bau,1,3,0.83,1,18.67,24.37,25.89,6.89,86.40,6.71,17.71,21.23,0.27,1.78,28.44,12.48,25.83,14.55,628.90,9.10,11.24,92.47,95.93,25,2379,188.32,221,159,1756,,"3,598,197","138,987","5,228","10,489","22,025","25,352","317,721","24,674","367,746","488,780","257,555","79,895","95,751","451,093","1,228","8,022","47,597,387,078","65,640,074,432","9,155,995,450","15,083,717,536","5,256,625,287","128,297,349,218","116,524,962,582","7,223,553,447","56,313,095,536"
7400,7472,2012,3,Kota Bau-bau,0,3,0.83,0,18.57,24.78,27.76,7.54,84.55,7.91,20.41,19.22,0.84,0.53,27.14,11.77,36.97,8.84,644.20,9.18,10.02,94.23,94.92,25,2479,188.32,221,159,1756,,"3,951,825","142,368","6,300","11,431","26,271","33,059","370,654","34,663","438,376","528,460","303,346","108,267","101,984","530,496","4,454","2,789","8,041,807,607","46,883,453,443","52,429,273,700","13,167,759,944","5,123,736,333","143,975,033,239","196,101,772,367","2,333,000,843","62,440,105,707"
7400,7472,2013,4,Kota Bau-bau,1,3,0.83,0,18.26,24.97,29.04,6.15,86.50,7.34,17.24,24.68,2.45,0.10,28.44,12.48,25.83,14.55,665.02,9.26,10.11,94.91,98.87,25,2889,188.32,221,159,1756,,"4,267,642","146,969","8,340","15,500","35,373","30,418","427,510","36,286","494,214","639,548","331,139","99,219","141,993","575,386","14,119",597,"60,712,229,970","83,726,345,895","11,678,811,286","19,239,840,337","6,705,020,231","163,648,020,375","148,631,905,235","9,213,909,943","71,829,438,891"
7400,7472,2014,5,Kota Bau-bau,1,3,0.83,4,18.52,24.57,30.85,4.61,87.56,7.82,19.49,18.86,5.61,1.13,23.56,7.66,38.97,13.34,679.88,9.48,9.25,95.80,99.07,25,2224,188.32,221,159,1756,,"4,635,827","150,253","11,451","27,125","54,990","24,523","465,584","41,602","531,709","696,060","377,419","120,829","116,904","619,881","34,797","6,974","56,714,653,006","82,718,095,178","11,531,497,330","20,288,464,347","5,124,597,255","146,034,070,414","241,545,949,480","8,460,693,948","47,462,745,106"
7400,7472,2015,6,Kota Bau-bau,1,4,0.83,3,17.56,24.79,32.83,4.61,87.56,7.82,19.49,18.86,7.13,1.20,35.74,16.59,36.84,18.52,695.50,9.80,9.24,95.99,98.19,25,2003,188.32,221,159,1756,,"5,045,447","153,706","133,833","27,125","54,990","24,523","465,584","41,602","531,709","696,060","377,419","120,829","116,904","619,881","44,203","7,462","78,192,984,333","114,800,479,328","15,365,043,399","22,358,051,735","8,116,156,434","221,549,864,832","228,375,099,389","11,729,716,050","102,847,176,074"
7400,7472,2016,7,Kota Bau-bau,1,4,0.83,2,17.26,24.75,34.83,2.90,76.43,20.67,22.40,33.25,0.40,0.01,18.72,17.96,26.00,12.00,708.24,9.89,8.81,95.75,99.40,25,3188,188.32,221,159,1756,,"5,450,872","156,521","18,387","4,595","69,323","19,643","518,115","140,104","677,862","866,177","394,719","201,396","298,964","899,037","3,626",55,"80,455,407,144","107,902,612,277","11,551,199,477","27,030,841,997",0,"168,271,649,819","233,744,220,725","13,867,294,165","161,461,148,851"
7400,7472,2017,8,Kota Bau-bau,1,4,0.83,1,17.24,24.65,36.24,1.91,73.67,24.42,26.70,30.77,2.87,0.00,22.90,15.34,17.36,14.76,727.26,9.90,8.39,95.90,99.91,25,2806,188.32,221,159,1756,,"5,825,475","160,725","35,925","4,819","106,400","13,202","509,014","168,723","690,939","828,158","348,602","235,104","270,934","880,528","25,235",40,"79,514,035,419","129,995,810,303","15,706,573,948","17,547,061,977","6,436,630,149","201,657,852,259","152,860,687,493","13,887,445,854","135,100,456,503"
7400,7472,2018,9,Kota Bau-bau,0,4,0.83,0,17.30,24.69,37.58,2.76,75.58,21.67,31.34,21.84,2.96,0.32,21.54,10.88,20.07,14.29,748.57,10.13,7.57,96.18,99.70,25,2408,188.32,221,159,1756,,"6,216,222","165,434","23,168","4,089","67,322","18,556","509,014","145,950","673,519","817,300","354,668","255,730","178,231","815,924","24,183","2,610","65,728,990,454","116,628,487,753","17,794,952,494","18,915,294,491","8,831,309,235","175,726,996,864","163,754,695,472","14,666,336,201","88,800,835,434"
7400,7472,2019,10,Kota Bau-bau,0,4,0.92,2,17.17,24.78,39.05,1.12,74.53,24.35,32.90,23.49,0.63,0.35,38.68,11.01,18.42,18.51,767.72,10.37,7.27,96.66,99.85,25,2112,188.32,221,159,1756,,"6,626,113","169,667","25,088","5,462","85,977","8,094","540,423","176,595","725,112","889,152","370,406","286,185","204,313","869,835","5,498","3,080","60,097,334,649","161,042,727,525","18,340,654,811","11,110,795,246","13,222,168,400","336,472,696,911","160,220,874,827","13,519,403,091","95,808,177,601"
7400,7472,2020,11,Kota Bau-bau,1,4,0.92,1,17.59,24.24,37.78,3.44,70.76,25.80,29.60,18.89,0.89,0.00,43.75,6.83,19.49,18.14,787.21,10.64,7.15,100.02,99.90,25,2962,188.32,221,159,1756,,"6,572,252","173,974","28,537","4,909","87,011","23,310","479,356","174,752","677,419","844,809","391,318","253,599","161,865","856,849","7,597",5,"44,984,460,745","155,440,021,293","15,114,977,023","11,756,031,015","8,572,914,673","374,906,453,393","166,979,527,146","20,589,809,839","58,505,012,754"
7500,7501,2010,1,Kab. Boalemo,1,3,0.75,1,58.26,8.55,15.05,8.71,78.59,12.70,13.30,23.34,2.72,2.39,31.47,11.87,31.01,12.43,84.26,5.79,19.82,95.70,67.41,24,3715,447.91,1522,82,1880,,"1,930,377","128,236","1,564","3,156","9,883","24,228","218,555","35,306","278,089","352,363","183,000","43,382","76,136","326,257","8,874","7,791","27,593,550,745","40,537,476,711","5,633,879,170","3,540,645,895","240,852,500","102,682,389,446","101,185,939,752","6,109,962,611","38,732,575,186"
7500,7501,2011,2,Kab. Boalemo,0,3,0.75,0,57.38,8.88,15.73,6.59,79.02,14.39,16.06,20.97,2.27,1.99,30.25,10.13,32.54,12.56,86.09,5.91,21.90,93.22,60.49,24,3558,447.91,1522,82,1880,,"2,060,449","131,019","1,957","4,457","14,577","21,095","252,849","46,045","319,988","387,868","212,013","62,810","81,977","390,987","8,874","7,791","34,588,711,635","49,100,328,620","8,720,380,198","4,210,821,345","68,232,000","118,280,593,343","127,245,167,049","9,154,042,367","39,618,564,809"
7500,7501,2012,3,Kab. Boalemo,0,3,0.75,0,56.68,8.90,16.05,5.78,84.04,10.18,17.75,22.56,4.84,0.91,25.56,12.55,33.98,12.30,90.60,6.01,20.42,94.19,71.06,24,3318,447.91,1522,82,1880,,"2,213,391","137,877","6,100","3,441","23,638","20,583","299,141","36,230","355,955","405,444","220,653","73,668","93,605","414,972","20,084","3,773","8,139,376,843","51,039,770,182","46,898,494,499","3,483,065,963","94,000,000","106,057,690,556","141,000,324,308","6,165,812,104","52,093,893,547"
7500,7501,2013,4,Kab. Boalemo,0,4,0.75,4,55.69,8.90,16.45,4.25,80.16,15.59,16.04,28.31,0.76,0.54,28.58,13.78,23.25,17.81,95.00,6.12,21.79,94.76,78.04,24,3673,447.91,1522,82,1880,,"2,378,894","144,585","2,740","3,236","23,883","18,089","341,152","66,340","425,581","487,379","241,372","76,970","135,895","479,986","3,627","2,577","50,277,576,833","85,488,401,792","9,109,167,318","5,517,735,176","7,082,210,627","137,199,969,764","111,604,039,789","7,569,233,622","66,137,888,252"
7500,7501,2014,5,Kab. Boalemo,0,4,0.75,3,54.49,8.79,17.54,2.54,82.18,15.28,17.37,30.70,4.84,3.45,21.02,19.80,27.45,12.92,95.60,6.15,20.79,95.89,83.89,24,2969,447.91,1522,82,1880,,"2,552,688","145,496","4,826","3,068","37,352","12,060","389,549","72,407","474,016","565,294","267,701","98,248","173,702","565,765","27,390","19,534","58,802,491,879","73,095,773,307","9,146,655,468","14,401,427,516","15,859,463,284","118,910,468,472","155,278,723,816","8,259,437,297","112,010,967,802"
7500,7501,2015,6,Kab. Boalemo,1,4,0.75,2,53.56,9.05,18.37,2.54,82.18,15.28,17.37,30.70,0.61,0.04,34.42,17.62,31.04,20.70,97.13,6.23,21.67,98.96,89.11,24,2466,447.91,1522,82,1880,,"2,715,277","147,821","5,763","3,068","37,352","12,060","389,549","72,407","474,016","565,294","267,701","98,248","173,702","565,765","3,429",220,"63,406,437,775","117,091,367,839","12,021,088,868","7,571,677,823","7,591,367,694","194,752,414,423","175,589,795,273","10,448,249,934","99,684,316,461"
7500,7501,2016,7,Kab. Boalemo,1,3,0.75,1,52.69,9.07,18.74,1.90,71.10,27.00,22.56,22.38,3.36,0.00,3.81,3.33,2.59,3.58,101.18,6.34,21.79,97.94,93.57,25,3051,447.91,1522,82,1880,,"2,886,159","153,979","5,874","2,029","48,794","12,332","460,628","174,932","647,891","785,938","270,104","189,025","187,569","838,054","28,196",0,"13,124,794,300","29,979,939,228","1,496,726,302","774,428,642","1,606,438,216","31,907,267,207","21,694,703,397","2,401,817,709","27,900,058,938"
7500,7501,2017,8,Kab. Boalemo,0,4,0.75,0,53.29,8.68,19.70,1.47,67.12,31.42,20.17,27.26,2.93,11.77,29.31,14.54,21.51,22.20,102.69,6.38,21.85,97.91,92.48,24,3772,447.91,1522,82,1880,,"3,078,279","156,283","6,194","1,934","71,687","9,898","452,536","211,832","674,265","844,635","304,246","163,529","220,997","810,657","23,755","95,446","59,116,117,463","179,949,613,079","11,644,137,189","7,809,527,749","11,733,648,952","237,628,708,679","174,380,293,716","10,555,970,259","117,838,583,190"
7500,7501,2019,10,Kab. Boalemo,0,4,0.85,0,54.13,8.04,21.26,1.13,71.00,27.87,22.01,20.92,1.10,0.01,32.35,10.22,22.41,20.56,108.33,6.54,18.87,97.95,97.12,25,2341,447.91,1522,82,1880,,"3,504,254","164,860","20,124","2,157","70,713","7,487","468,935","184,065","660,488","869,821","357,107","195,993","186,288","890,522","9,840",84,"76,594,826,792","183,129,386,729","17,551,914,994","8,267,633,605","12,649,689,651","288,069,451,053","199,569,290,812","13,710,443,516","90,979,589,321"
7500,7501,2020,11,Kab. Boalemo,1,4,0.85,0,53.48,8.07,20.66,1.27,72.67,26.06,17.82,21.51,1.47,0.00,33.26,5.72,25.11,20.45,111.22,6.82,18.57,100.00,97.75,24,3645,447.91,1522,82,1880,,"3,497,055","169,258","6,099","2,502","49,422","7,461","427,405","153,295","588,162","812,950","337,558","144,025","173,899","808,339","11,874",12,"71,849,311,629","165,271,525,761","13,885,266,108","18,734,942,707","6,747,311,982","268,881,953,554","202,961,323,437","13,785,987,543","46,221,270,847"
7500,7502,2010,1,Kab. Gorontalo,1,4,0.87,0,41.97,20.38,13.60,5.42,80.48,14.10,10.51,17.10,2.86,2.11,29.80,10.13,36.45,13.40,202.47,6.13,18.87,94.93,68.17,25,3782,657.02,1751,43,1921,,"4,820,742","354,486","2,843","3,692","28,169","22,813","338,845","59,382","421,040","556,323","335,221","55,844","90,838","531,331","15,208","11,211","35,679,517,889","71,187,063,443","6,571,059,144","3,472,223,118","2,127,499,050","158,336,423,248","193,687,139,280","6,441,438,723","53,828,654,390"
7500,7502,2011,2,Kab. Gorontalo,0,3,0.87,4,41.28,20.13,14.33,4.11,82.72,13.17,13.08,17.54,2.34,1.73,19.57,7.75,51.00,11.78,207.01,6.19,21.31,92.85,78.22,24,3154,657.02,1751,43,1921,,"5,193,086","362,441","3,998","3,988","40,184","18,967","381,652","60,764","461,383","654,969","416,362","84,882","113,817","648,830","15,208","11,211","40,304,621,208","76,453,018,463","7,118,049,593","4,044,034,750","3,149,549,872","126,984,625,143","330,915,613,843","9,582,431,907","50,277,750,510"
7500,7502,2012,3,Kab. Gorontalo,0,4,0.87,3,41.49,19.79,15.38,3.54,85.79,10.66,11.55,17.24,1.05,1.39,21.00,8.10,46.63,12.85,207.76,6.25,20.79,93.62,74.81,24,2989,657.02,1751,43,1921,,"5,594,793","363,757","10,725","7,242","50,684","19,104","462,746","57,519","539,370","702,000","453,994","77,844","116,198","674,161","7,073","9,340","10,770,998,169","86,640,165,100","45,165,962,012","5,680,213,827","4,022,242,957","141,541,166,977","314,393,247,835","11,346,887,384","54,599,688,156"
7500,7502,2013,4,Kab. Gorontalo,0,4,0.87,2,41.60,19.47,16.38,2.97,86.81,10.23,13.32,18.83,0.76,0.35,29.23,8.25,32.36,16.63,210.23,6.31,21.57,95.55,88.05,25,3307,657.02,1751,43,1921,,"6,027,132","368,069","7,620","7,410","60,166","17,693","517,230","60,927","595,850","800,101","487,681","102,530","144,895","769,527","5,880","2,683","61,823,403,324","127,998,976,677","12,202,367,284","7,694,297,669","4,761,355,580","224,915,572,439","249,050,744,237","17,562,819,823","63,517,586,066"
7500,7502,2014,5,Kab. Gorontalo,0,4,0.87,1,41.57,19.43,17.71,2.33,88.25,9.42,16.11,16.98,0.32,0.21,22.77,10.53,41.09,14.04,209.47,6.53,21.05,96.83,91.59,25,2609,657.02,1751,43,1921,,"6,495,462","366,753","12,389","5,625","105,366","15,803","599,130","63,956","678,889","916,844","544,646","140,966","148,577","874,979","2,765","1,831","55,409,440,621","122,878,883,671","13,374,444,249","7,737,551,033","6,248,221,100","199,232,490,969","359,558,683,212","18,363,951,115","92,175,798,020"
7500,7502,2015,6,Kab. Gorontalo,0,4,0.87,0,40.64,19.86,18.73,2.33,88.25,9.42,16.11,16.98,1.84,0.79,36.06,11.41,45.39,20.50,210.57,6.63,21.80,96.98,87.10,25,2159,657.02,1751,43,1921,,"6,905,441","368,680","4,504","5,625","105,366","15,803","599,130","63,956","678,889","916,844","544,646","140,966","148,577","874,979","16,064","6,894","74,772,243,880","179,362,835,057","13,859,627,722","9,016,360,115","5,026,452,843","315,540,520,037","397,152,788,894","21,198,426,983","99,794,655,104"
