,,,,,Outcome,Governance,,,Macroeconomic,,,Fiscal,,,,,,,,,,,Demograpy and Access,,,,,Geography and Location,,,,,,,,,Pendapatan,,,,,,,,Belanja Menurut Jenis,,,,,,Belanja Menurut Fungsi,,,,,,,,
IDP,ID,Year,T,Nama,Corrupt,FinAudit,PolComm,YTElection,Resource,Industry,GDPCap,NRRev,GAF,SAF,GSExp,CapExp,GrantExp,SocAssExp,AdminFunc,InfraFunc,EduFunc,HealthFunc,Density,YearsSch,Povrate,Literacy,ElecAcces,Temperature,Rainfall,Elevation,Area,DistCapital,DistJKT,,PDRB (Rp Juta),Populasi,Pajak,Retribusi,PAD (dalam juta Rupiah),DBH,DAU,DAK,TKD (Transfer ke Daerah),PENDAPATAN (TOTREV),Pegawai,Barang Jasa,Modal,BELANJA,Hibah,Bansos,Ekonomi,Kesehatan,Ketertiban dan Keamanan,Lingkungan Hidup,Pariwisata dan Budaya,Pelayanan Umum,Pendidikan,Perlindungan Sosial,Perumahan dan Fasilitas Umum
1100,1101,2010,1,Kab. Simeulue,0,1,0.90,2,39.82,9.75,13.59,12.14,76.09,11.77,21.06,15.82,4.63,1.93,43.26,4.73,24.99,10.60,38.67,8.17,23.61,98.66,76.56,26,3601,75.85,2051,336,1541,,"1,078,217","79,333",778,"1,911","7,987","34,912","218,814","33,836","287,561","307,381","165,096","64,830","48,706","307,810","14,250","5,940","33,550,946,004","32,626,815,377","2,709,357,365","8,356,806,834","1,849,485,319","133,148,333,341","76,931,201,105","4,082,009,747","14,555,363,414"
1100,1101,2011,2,Kab. Simeulue,0,3,0.90,1,39.14,9.98,13.73,9.55,75.87,14.59,14.76,24.02,4.22,1.76,29.02,16.52,31.11,9.69,39.83,8.26,22.96,98.85,85.33,26,2886,75.85,2051,336,1541,,"1,122,210","81,710","1,455","1,242","7,231","32,731","260,139","50,020","342,890","407,388","178,409","49,878","81,156","337,885","14,250","5,940","31,117,412,487","32,746,151,769","3,644,464,694","5,829,919,264","1,309,234,545","98,065,168,969","105,131,337,902","4,220,078,682","55,820,969,462"
1100,1101,2012,3,Kab. Simeulue,0,3,0.90,0,38.75,10.13,14.10,7.63,81.29,11.08,19.91,15.00,2.74,0.58,29.31,9.07,32.19,11.18,40.79,8.34,21.88,99.29,89.49,26,3466,75.85,2051,336,1541,,"1,180,151","83,680","2,747","6,801","14,927","29,062","309,799","42,235","381,096","419,857","237,390","79,007","59,547","396,916","10,882","2,290","6,660,813,924","44,367,540,246","48,431,193,717","7,760,674,144","2,521,368,683","116,350,864,733","127,762,908,059","7,056,478,388","36,003,720,189"
1100,1101,2013,4,Kab. Simeulue,0,3,0.90,4,38.41,10.33,14.33,6.90,77.55,15.55,20.18,17.66,2.98,0.71,33.22,14.27,21.55,13.29,42.04,8.55,20.57,99.79,95.88,26,3509,75.85,2051,336,1541,,"1,235,543","86,246","3,136","6,634","15,310","30,729","345,243","69,202","445,174","485,546","260,313","95,054","83,195","471,000","14,024","3,326","53,232,501,187","62,573,170,251","6,134,937,031","7,235,627,366","5,360,578,658","156,475,288,015","101,492,007,081","11,263,917,855","67,232,260,228"
1100,1101,2014,5,Kab. Simeulue,0,3,0.90,3,37.85,10.44,14.62,5.29,80.48,14.24,21.94,24.47,0.23,0.33,33.22,14.27,21.55,13.29,42.97,8.89,19.92,99.63,96.61,26,3442,75.85,2051,336,1541,,"1,289,096","88,157","3,168","1,273","34,957","24,882","378,820","67,027","470,730","654,973","287,937","124,775","139,160","568,640","1,327","1,852","64,267,707,642","75,544,716,523","7,406,722,035","8,735,587,729","6,471,837,586","188,912,935,503","122,531,507,889","13,598,951,082","81,169,645,388"
1100,1101,2015,6,Kab. Simeulue,0,4,0.90,2,37.52,10.27,15.30,5.29,80.48,14.24,21.94,24.47,10.63,0.03,42.35,17.32,29.26,16.62,42.85,8.90,20.43,99.00,98.16,26,3622,75.85,2051,336,1541,,"1,344,659","87,907","8,779","1,273","34,957","24,882","378,820","67,027","470,730","654,973","287,937","124,775","139,160","568,640","60,446",170,"72,485,053,405","94,535,102,665","8,414,179,003","10,844,542,213","6,117,610,221","240,836,614,520","166,410,746,555","15,074,187,837","98,462,696,315"
1100,1101,2016,7,Kab. Simeulue,1,4,0.90,1,37.52,10.27,15.99,2.23,71.74,26.03,20.86,21.14,11.46,0.46,69.44,33.85,41.56,25.85,42.85,8.90,20.43,99.00,98.16,26,3852,75.85,2051,336,1541,,"1,405,844","87,907","5,722","1,603","48,646","13,686","439,544","159,484","612,714","874,344","268,650","178,666","181,132","856,672","98,168","3,973","180,299,918,756","221,439,129,097","14,860,545,666","18,028,533,230","10,515,723,870","594,847,260,822","356,016,794,504","27,385,062,006","289,950,676,218"
1100,1101,2017,8,Kab. Simeulue,0,4,0.90,0,37.52,10.27,16.70,2.94,72.12,24.94,27.57,24.78,4.95,0.56,33.31,19.49,18.65,12.99,42.85,8.90,20.43,99.00,98.16,26,3499,75.85,2051,336,1541,,"1,467,979","87,907","9,131","1,918","61,095","17,748","436,069","150,802","604,618","982,103","256,622","271,222","243,807","983,692","48,644","5,491","95,162,384,675","127,736,613,407","9,722,164,537","8,209,450,535","9,038,941,638","327,640,329,747","183,457,978,307","30,968,137,067","191,756,144,269"
1100,1101,2018,9,Kab. Simeulue,1,4,0.90,0,37.52,10.27,17.41,2.02,75.50,22.48,26.72,16.25,7.20,0.44,35.76,15.03,19.62,15.31,42.85,8.90,20.43,99.00,98.16,26,3489,75.85,2051,336,1541,,"1,530,153","87,907","6,880","1,714","63,146","11,900","444,555","132,389","588,844","827,762","267,858","226,010","137,451","845,887","60,934","3,705","66,721,221,024","129,493,560,451","11,291,891,912","11,864,863,849","9,418,897,621","302,485,279,038","165,929,496,400","21,573,571,730","127,108,530,521"
1100,1101,2019,10,Kab. Simeulue,1,4,0.00,0,37.52,10.27,18.21,1.67,74.59,23.74,32.84,20.58,0.55,0.29,33.50,13.94,19.23,18.62,42.85,8.90,20.43,99.00,98.16,26,3746,75.85,2051,336,1541,,"1,600,521","87,907","7,440","1,621","79,466","10,445","465,338","148,119","623,903","958,340","282,224","323,991","202,986","986,522","5,472","2,895","85,465,002,650","183,672,379,798","11,683,859,542","9,079,214,524","11,831,055,981","330,468,543,409","189,696,757,857","27,074,587,587","137,550,591,707"
1100,1101,2020,11,Kab. Simeulue,1,4,0.00,0,36.27,11.47,17.28,6.60,79.33,14.07,23.01,12.24,0.49,0.22,40.39,11.36,21.14,16.57,45.20,9.34,18.49,100.42,99.57,27,3293,75.85,2051,336,1541,,"1,602,411","92,724","5,303","1,437","96,837","35,146","422,325","74,895","532,366","844,509","349,209","187,596","99,815","815,257","3,957","1,800","48,456,128,611","135,110,415,886","6,646,508,057","5,640,723,113","7,246,743,770","329,313,146,335","172,322,603,117","17,930,439,773","92,589,919,537"
1100,1102,2010,1,Kab. Aceh Singkil,1,3,0.82,2,33.51,12.71,11.84,13.37,74.69,11.94,18.40,19.25,5.45,0.78,34.84,5.94,24.05,13.14,46.79,6.65,19.38,95.09,95.03,26,4226,54.15,2185,452,1374,,"1,211,045","102,244","1,219","2,862","9,437","38,298","213,928","34,193","286,419","313,818","163,682","57,223","59,864","310,998","16,942","2,441","47,211,197,136","40,872,524,917","5,590,131,855","3,796,392,925","3,049,351,371","108,356,285,949","74,805,350,407","8,828,216,381","18,488,360,338"
1100,1102,2011,2,Kab. Aceh Singkil,0,3,0.82,1,33.51,12.71,12.35,10.44,77.54,12.02,23.96,0.00,5.54,0.80,32.45,15.69,22.57,10.64,46.79,6.65,19.38,95.09,95.03,26,3987,54.15,2185,452,1374,,"1,263,086","102,244","1,927","4,154","10,926","34,090","253,117","39,222","326,429","406,767","195,101","73,307",0,"305,900","16,942","2,441","34,920,734,169","32,542,572,260","6,588,557,929","3,124,218,741","3,389,208,386","99,249,351,139","69,027,862,023","9,076,134,722","47,981,158,440"
1100,1102,2012,3,Kab. Aceh Singkil,0,3,0.82,0,33.51,12.71,12.87,9.17,80.68,10.15,17.25,17.60,6.02,0.75,31.43,6.15,26.84,13.89,46.79,6.65,19.38,95.09,95.03,26,4437,54.15,2185,452,1374,,"1,315,931","102,244","2,525","7,729","14,715","33,912","298,294","37,511","369,717","412,051","228,088","69,023","70,451","400,224","24,096","3,004","10,187,708,931","55,603,092,184","54,675,805,959","4,208,943,465","6,289,915,235","125,801,050,972","107,433,235,572","11,409,140,829","24,615,473,520"
1100,1102,2013,4,Kab. Aceh Singkil,0,3,0.82,4,33.51,12.71,13.45,7.32,79.35,13.33,18.60,24.98,4.70,0.54,28.83,11.93,22.26,15.25,46.79,6.65,19.38,95.09,95.03,26,3673,54.15,2185,452,1374,,"1,374,981","102,244","4,567","7,066","18,025","31,064","336,787","56,597","424,448","475,096","248,316","86,349","115,934","464,152","21,818","2,520","63,527,683,122","70,806,017,846","10,740,371,032","8,341,814,068","5,724,100,687","133,798,946,532","103,327,553,422","12,501,730,437","55,383,648,863"
1100,1102,2014,5,Kab. Aceh Singkil,0,4,0.82,3,33.51,12.71,13.95,5.42,83.29,11.29,22.54,30.00,3.48,0.11,24.56,13.09,25.03,13.93,46.79,6.65,19.38,95.09,95.03,26,4589,54.15,2185,452,1374,,"1,426,081","102,244","3,779","12,862","31,030","24,772","380,852","51,649","457,273","634,636","275,046","136,012","181,027","603,377","20,999",680,"93,730,734,179","84,045,996,079","11,877,557,522","11,261,144,319","9,205,114,890","148,170,681,861","151,029,008,037","15,104,311,613","78,952,166,139"
1100,1102,2015,6,Kab. Aceh Singkil,0,3,0.82,2,33.51,12.71,14.47,5.42,83.29,11.29,22.54,30.00,4.76,3.31,40.62,17.02,33.56,20.75,46.79,6.65,19.38,95.09,95.03,26,5121,54.15,2185,452,1374,,"1,479,142","102,244","4,254","12,862","31,030","24,772","380,852","51,649","457,273","634,636","275,046","136,012","181,027","603,377","28,699","19,958","106,125,314,663","125,223,083,117","17,402,861,960","13,716,865,101","9,249,319,007","245,063,266,695","202,470,911,783","20,666,830,208","102,719,840,823"
1100,1102,2016,7,Kab. Aceh Singkil,0,4,0.82,1,33.51,12.71,15.07,3.06,67.22,29.71,11.40,31.68,7.81,2.85,8.11,4.74,2.61,5.82,46.79,6.65,19.38,95.09,95.03,26,4668,54.15,2185,452,1374,,"1,540,654","102,244","4,738","15,337","42,057","19,896","436,600","192,988","649,484","900,926","326,355","110,232","306,370","967,083","75,531","27,604","25,959,258,898","56,257,034,638","3,531,192,947","2,821,153,932","2,754,309,193","78,420,362,519","25,247,196,382","3,565,945,316","45,882,316,406"
1100,1102,2017,8,Kab. Aceh Singkil,0,4,0.82,0,29.55,14.61,13.60,3.31,72.81,23.88,16.28,22.14,7.03,3.48,31.64,13.96,21.49,15.68,53.90,7.84,22.11,96.14,98.93,26,4534,54.15,2185,452,1374,,"1,600,983","117,762","6,919","18,721","43,441","19,525","429,418","140,824","589,766","878,766","307,402","142,929","194,341","877,754","61,689","30,555","88,443,855,782","137,647,045,762","17,861,394,465","12,868,518,863",0,"277,754,303,066","188,627,217,996","16,891,721,809","122,548,924,292"
1100,1102,2018,9,Kab. Aceh Singkil,0,4,0.82,0,29.21,14.75,13.85,2.98,76.35,20.67,24.84,13.97,0.83,0.07,18.13,9.50,19.81,12.91,55.02,8.05,21.25,96.24,99.70,25,5033,54.15,2185,452,1374,,"1,664,740","120,209","6,833","18,735","45,290","17,191","440,493","119,272","576,956","752,387","307,440","184,510","103,787","742,720","6,152",508,"63,468,495,484","95,891,532,621","13,545,873,370","17,560,939,043","6,019,627,522","134,619,603,889","147,139,042,550","13,408,820,075","70,542,778,049"
1100,1102,2019,10,Kab. Aceh Singkil,0,4,0.87,0,29.18,15.02,14.14,2.63,77.92,19.45,30.96,20.47,1.02,0.37,37.28,10.06,22.35,14.21,56.04,8.52,20.78,98.28,100.00,26,4392,54.15,2185,452,1374,,"1,731,165","122,440","6,728","17,896","45,265","15,331","454,079","113,317","582,727","897,706","261,682","274,814","181,738","887,686","9,047","3,268","87,380,804,559","126,109,849,045","14,709,671,157","14,222,105,043","10,997,634,306","330,911,130,473","198,362,535,341","15,648,743,038","89,343,610,547"
1100,1102,2020,11,Kab. Aceh Singkil,1,4,0.87,0,30.23,15.66,13.73,2.60,74.42,22.98,27.80,21.67,0.82,0.10,36.04,9.48,22.66,18.00,57.10,8.53,20.20,97.95,99.81,26,4165,54.15,2185,452,1374,,"1,713,664","124,767","6,720","21,828","46,166","14,312","409,539","126,487","550,338","852,220","264,118","239,225","186,436","860,473","7,064",866,"64,561,931,844","154,901,379,697","22,294,991,446","10,955,529,284","7,292,738,410","310,113,974,615","194,948,882,344","13,846,600,779","81,556,519,083"
1100,1103,2010,1,Kab. Aceh Selatan,0,3,0.87,3,32.37,18.73,14.02,9.33,81.43,9.24,10.81,16.11,5.81,0.00,29.81,9.02,39.75,10.07,52.56,7.50,15.93,96.53,93.91,23,4405,575.40,3842,354,1469,,"2,830,606","201,910","3,256","2,003","17,586","38,884","339,307","38,480","416,671","475,505","306,875","51,707","77,052","478,407","27,786",0,"40,029,128,708","48,169,787,521","4,348,317,426","3,042,837,559","3,042,723,627","142,622,580,593","190,145,632,871","3,840,565,967","43,165,713,403"
1100,1103,2011,2,Kab. Aceh Selatan,1,3,0.87,2,31.60,18.78,14.35,7.38,83.17,9.45,13.61,9.98,5.09,0.00,30.93,4.03,41.43,10.28,53.57,7.53,15.52,94.42,89.75,23,4082,575.40,3842,354,1469,,"2,953,612","205,804","3,870","5,933","17,161","34,491","388,771","44,181","467,443","546,447","375,955","74,299","54,510","545,931","27,786",0,"53,468,906,267","56,136,885,118","6,238,946,958","3,776,358,988","3,293,814,876","168,851,012,674","226,203,751,013","5,942,546,529","22,019,144,052"
1100,1103,2012,3,Kab. Aceh Selatan,0,3,0.87,1,31.44,18.72,14.74,6.12,84.99,8.89,11.22,12.21,4.59,0.34,24.53,5.83,42.44,12.34,55.00,7.56,14.80,93.27,95.39,23,4576,575.40,3842,354,1469,,"3,115,598","211,303","4,104","19,129","33,021","33,498","465,287","48,698","547,484","642,699","441,357","68,744","74,841","612,800","28,156","2,062","7,772,775,822","75,649,758,128","65,408,959,102","3,634,275,581","4,599,841,837","150,338,659,473","260,045,814,350","9,642,663,627","35,706,801,341"
1100,1103,2013,4,Kab. Aceh Selatan,1,3,0.87,0,31.17,18.75,15.13,5.37,83.99,10.64,14.41,17.28,3.37,0.01,32.12,9.84,28.74,14.96,56.45,7.59,13.44,94.90,96.98,23,4486,575.40,3842,354,1469,,"3,281,364","216,863","5,060","21,513","36,181","33,810","528,579","66,939","629,328","749,089","467,547","106,298","127,431","737,660","24,888",49,"70,798,987,406","110,385,462,431","7,884,408,775","7,778,194,137","5,145,474,821","236,904,662,473","212,002,901,150","14,209,278,922","72,550,604,892"
1100,1103,2014,5,Kab. Aceh Selatan,1,3,0.87,4,30.59,18.87,15.49,4.06,86.55,9.39,17.85,23.28,0.23,0.40,17.70,15.05,36.51,13.93,57.64,7.60,12.79,95.64,97.22,23,4679,575.40,3842,354,1469,,"3,429,429","221,447","6,525","7,582","78,487","27,318","582,668","63,234","673,220","1,006,144","539,913","172,127","224,391","964,026","2,265","3,903","117,160,065,309","134,311,967,723","7,858,215,533","15,698,109,325","5,973,858,132","170,629,658,055","351,960,681,623","15,333,591,199","145,099,609,032"
1100,1103,2015,6,Kab. Aceh Selatan,0,4,0.87,3,29.78,19.06,16.03,4.06,86.55,9.39,17.85,23.28,5.65,0.60,37.88,13.36,42.49,19.70,58.06,7.79,13.24,96.54,95.17,23,5681,575.40,3842,354,1469,,"3,574,592","223,037","10,667","7,582","78,487","27,318","582,668","63,234","673,220","1,006,144","539,913","172,127","224,391","964,026","54,480","5,814","109,642,880,702","189,927,703,249","12,331,309,313","10,970,706,658","8,093,113,308","365,160,641,532","409,640,023,366","19,009,795,246","128,831,658,643"
1100,1103,2016,7,Kab. Aceh Selatan,1,4,0.87,2,29.00,19.55,16.50,1.54,66.28,32.18,18.86,24.47,4.39,0.55,28.62,17.89,25.77,14.80,58.99,8.02,13.48,96.90,98.04,23,4442,575.40,3842,354,1469,,"3,740,293","226,616","20,040","3,423","125,989","15,055","649,571","315,369","979,995","1,460,047","537,991","279,323","362,466","1,481,287","65,029","8,216","125,598,221,714","219,289,019,261","7,077,678,348","11,951,228,872","7,152,114,881","423,978,355,763","381,719,796,963","39,535,501,693","264,984,964,084"
1100,1103,2017,8,Kab. Aceh Selatan,0,4,0.87,1,28.30,19.55,16.90,1.71,67.09,31.21,15.18,25.13,4.77,0.63,31.47,14.55,25.74,17.64,59.87,8.33,14.07,96.14,99.50,23,4908,575.40,3842,354,1469,,"3,887,220","230,013","14,160","9,328","140,875","16,223","638,160","296,838","951,221","1,547,172","574,607","235,646","389,952","1,551,870","73,956","9,853","105,939,709,278","273,692,017,997","16,199,311,413","14,187,445,931","8,242,225,606","488,353,274,141","399,508,079,634","19,922,625,820","225,825,050,868"
1100,1103,2018,9,Kab. Aceh Selatan,0,4,0.87,0,27.97,19.61,17.42,1.60,65.74,32.66,19.28,16.99,5.22,1.30,35.17,7.40,26.09,21.14,60.71,8.38,14.01,94.95,99.25,23,4887,575.40,3842,354,1469,,"4,063,405","233,220","11,544","9,210","152,072","15,432","634,655","315,285","965,372","1,362,491","523,937","260,963","229,929","1,353,576","70,653","17,626","81,353,693,697","286,092,788,744","15,549,450,106","9,568,135,461","12,864,790,755","476,008,959,205","353,176,866,360","18,763,901,644","100,197,727,301"
1100,1103,2019,10,Kab. Aceh Selatan,1,4,0.89,2,28.03,19.39,17.95,1.43,70.14,28.44,21.33,17.95,4.77,1.38,33.10,8.88,26.81,19.79,61.52,8.59,13.09,95.98,99.23,23,5084,575.40,3842,354,1469,,"4,243,396","236,340","13,059","9,910","139,977","13,308","653,415","264,914","931,637","1,453,925","530,992","315,912","265,839","1,481,265","70,688","20,459","115,597,064,890","293,108,203,218","14,503,823,579","12,136,200,865","7,362,556,212","490,349,973,696","397,084,877,821","19,627,040,719","131,495,063,159"
1100,1103,2020,11,Kab. Aceh Selatan,1,4,0.89,1,28.94,19.78,17.74,1.65,74.07,24.28,22.81,12.66,5.10,1.86,33.72,6.02,27.50,21.65,62.22,8.87,12.87,97.77,99.87,23,4764,575.40,3842,354,1469,,"4,241,408","239,034","9,537","9,529","134,381","13,432","603,242","197,760","814,434","1,359,678","508,115","313,897","174,232","1,376,079","70,239","25,659","93,863,535,249","297,975,963,009","13,111,303,974","14,743,205,220","5,266,136,317","464,072,670,459","378,461,637,707","25,690,134,587","82,894,709,684"
1100,1104,2010,1,Kab. Aceh Tenggara,1,3,0.71,2,44.30,6.53,13.07,10.26,80.75,8.99,15.05,18.87,0.00,7.53,35.57,12.86,30.19,8.81,42.26,8.38,16.78,97.95,93.03,20,3778,1151.87,4231,358,1465,,"2,337,742","178,838","3,086","1,616","8,020","38,403","302,145","33,639","374,188","477,208","249,792","73,067","91,578","485,334",0,"36,545","40,444,550,141","42,752,289,195","4,659,424,610","6,952,537,204","2,523,859,098","172,655,911,509","146,510,586,213","6,406,297,766","62,428,682,590"
1100,1104,2011,2,Kab. Aceh Tenggara,0,3,0.71,1,44.64,6.76,13.54,7.84,82.76,9.40,18.04,21.10,0.00,6.37,31.37,16.51,30.77,8.61,43.00,8.45,16.39,96.76,95.50,20,4040,1151.87,4231,358,1465,,"2,464,463","181,953","3,316","2,253","11,910","32,427","342,121","38,857","413,406","563,011","276,356","103,448","121,008","573,412",0,"36,545","46,547,789,115","49,351,613,042","7,886,186,598","6,694,720,917","2,620,673,040","179,860,065,229","176,434,834,779","9,365,256,752","94,650,818,670"
1100,1104,2012,3,Kab. Aceh Tenggara,0,3,0.71,0,44.79,6.68,13.79,6.40,86.13,7.47,13.36,11.71,2.12,6.67,30.79,8.22,35.95,11.54,44.18,8.57,15.63,96.77,94.32,20,4184,1151.87,4231,358,1465,,"2,578,093","186,960","3,613","11,248","25,324","30,860","415,200","35,997","482,057","553,710","346,136","71,283","62,505","533,597","11,335","35,587","8,666,511,792","61,577,716,711","41,309,951,527","6,971,043,856","2,565,066,299","164,313,967,386","191,831,544,629","12,519,900,135","43,840,850,289"
1100,1104,2013,4,Kab. Aceh Tenggara,1,3,0.71,4,45.18,6.73,14.10,5.55,86.90,7.55,17.08,13.25,4.30,0.77,32.12,17.70,23.19,10.88,45.32,8.58,14.39,98.07,97.56,20,4192,1151.87,4231,358,1465,,"2,704,181","191,782","4,332","15,046","25,621","30,062","470,577","40,861","541,500","637,645","365,679","99,499","77,163","582,546","25,044","4,498","50,104,083,610","63,361,902,492","11,056,919,962","9,623,096,237","4,644,797,686","187,135,045,955","135,073,192,451","18,438,015,604","103,109,133,105"
1100,1104,2014,5,Kab. Aceh Tenggara,0,3,0.71,3,44.24,7.23,14.37,4.40,87.70,7.90,21.46,22.30,2.02,2.31,26.11,12.39,30.29,13.36,46.17,8.77,13.75,98.80,96.06,20,3829,1151.87,4231,358,1465,,"2,807,992","195,359","5,688","35,330","56,044","25,724","512,842","46,193","584,759","861,079","442,305","186,418","193,731","868,714","17,581","20,056","84,823,583,134","116,102,082,967","15,953,780,568","18,274,417,727","5,924,782,694","226,853,781,103","263,152,747,528","29,984,661,364","107,643,931,930"
1100,1104,2015,6,Kab. Aceh Tenggara,0,4,0.71,2,44.33,7.02,14.50,4.40,87.70,7.90,21.46,22.30,1.83,0.05,46.18,26.11,34.87,14.05,47.61,9.32,14.91,98.65,97.01,20,4300,1151.87,4231,358,1465,,"2,921,131","201,461","6,771","35,330","56,044","25,724","512,842","46,193","584,759","861,079","442,305","186,418","193,731","868,714","15,905",446,"92,036,059,012","122,017,644,456","20,557,531,137","18,757,595,616","8,240,417,506","401,160,402,558","302,909,462,534","32,079,860,749","226,806,845,730"
1100,1104,2016,7,Kab. Aceh Tenggara,0,3,0.71,1,43.96,7.38,15.04,1.69,62.28,36.03,16.20,27.52,0.00,0.00,0.82,2.46,0.16,0.31,47.84,9.33,14.46,98.59,96.16,20,3799,1151.87,4231,358,1465,,"3,044,880","202,440","8,553","1,195","61,457","16,117","594,675","344,073","954,865","1,447,885","414,780","232,419","394,682","1,434,314",0,0,"5,958,792,782","4,446,438,070","835,500,000","1,906,753,800","549,481,000","11,726,835,712","2,347,810,900","2,519,967,720","35,234,715,336"
1100,1104,2017,8,Kab. Aceh Tenggara,1,4,0.71,0,43.19,7.37,15.49,1.95,73.88,24.17,20.07,27.10,1.28,0.07,33.04,20.91,19.61,9.63,48.80,9.63,14.86,99.24,97.98,20,4860,1151.87,4231,358,1465,,"3,197,952","206,475","8,174",881,"60,053","15,407","584,229","191,164","790,800","1,404,037","430,162","269,711","364,233","1,343,790","17,248",944,"82,499,412,442","129,345,109,292","32,668,578,337","20,212,980,696","9,387,637,289","444,053,080,975","263,583,930,441","39,519,242,374","280,924,962,845"
1100,1104,2018,9,Kab. Aceh Tenggara,1,4,0.71,0,42.40,7.52,15.70,1.63,78.04,20.32,14.02,12.50,0.08,0.05,47.48,11.33,22.97,8.90,49.72,9.64,14.29,98.13,99.14,20,4075,1151.87,4231,358,1465,,"3,302,242","210,389","9,382","1,103","80,263","12,160","580,439","151,158","743,757","1,104,660","456,507","165,879","147,848","1,183,206",895,644,"48,192,692,943","105,326,143,030","20,438,834,698","9,115,739,729","6,502,591,621","561,830,904,987","271,740,156,278","26,005,489,584","134,053,213,859"
1100,1104,2019,10,Kab. Aceh Tenggara,0,4,0.00,0,41.86,7.65,16.05,1.41,76.68,21.91,22.26,17.00,0.86,0.24,39.61,12.36,25.53,10.28,50.69,9.65,13.43,99.33,99.60,20,3873,1151.87,4231,358,1465,,"3,442,064","214,495","9,091","1,557","117,629","11,095","602,160","172,053","785,308","1,346,184","452,467","300,591","229,641","1,350,620","11,638","3,241","78,447,300,989","138,876,464,068","25,736,038,301","12,074,614,300","13,673,903,011","535,030,125,867","344,811,840,257","35,024,592,716","166,944,907,836"
1100,1104,2020,11,Kab. Aceh Tenggara,1,4,0.00,0,43.13,8.27,15.74,1.54,66.96,31.51,20.90,14.18,0.92,0.22,57.63,7.77,18.07,8.36,51.60,9.66,13.21,100.00,99.47,20,4428,1151.87,4231,358,1465,,"3,436,344","218,359","7,431","1,477","98,347","11,488","500,497","235,495","747,480","1,323,614","478,237","277,339","188,101","1,326,679","12,155","2,886","49,138,780,282","110,852,689,606","14,831,333,274","8,548,869,643","10,065,667,633","764,625,551,291","239,743,954,791","25,738,320,452","103,133,989,622"
1100,1105,2010,1,Kab. Aceh Timur,1,3,0.37,2,65.33,6.71,20.28,19.67,70.76,9.57,17.46,17.32,3.26,1.39,40.31,11.31,22.68,13.29,57.20,7.04,18.42,98.21,87.49,25,2345,344.18,6286,275,1574,,"7,290,036","359,535","2,279","2,670","8,543","105,765","380,410","51,424","537,599","594,091","396,830","114,968","114,034","658,525","21,464","9,142","41,920,775,340","87,504,575,122","11,008,587,294","17,322,478,837","181,354,896","265,437,280,208","149,362,542,836","11,325,168,395","74,462,076,815"
1100,1105,2011,2,Kab. Aceh Timur,0,3,0.37,1,64.54,7.04,20.35,16.86,74.41,8.74,18.02,15.39,3.03,1.29,40.31,11.31,22.68,13.29,58.46,7.09,18.01,95.30,93.23,24,2820,344.18,6286,275,1574,,"7,479,287","367,496","4,314","2,754","13,711","99,647","439,864","51,643","591,154","725,196","431,913","127,654","109,053","708,397","21,464","9,142","45,095,547,959","94,131,531,014","11,842,297,101","18,634,356,565","195,089,388","285,539,556,524","160,674,168,335","12,182,853,737","80,101,289,371"
1100,1105,2012,3,Kab. Aceh Timur,1,3,0.37,0,63.45,7.20,20.38,13.78,77.31,8.91,14.76,13.82,3.65,1.42,40.22,12.88,23.11,14.10,59.93,7.13,17.19,97.54,94.80,24,2663,344.18,6286,275,1574,,"7,677,934","376,709","4,037","3,908","18,283","96,519","541,297","62,379","700,196","797,125","492,204","108,086","101,194","732,206","26,689","10,415","9,200,392,013","103,204,723,570","34,822,282,650","16,670,053,632","242,988,309","294,479,123,915","169,183,662,606","10,085,961,110","94,316,810,771"
1100,1105,2013,4,Kab. Aceh Timur,1,3,0.37,4,61.84,7.65,20.17,12.20,77.35,10.45,17.14,15.30,2.48,0.56,40.31,11.31,22.68,13.29,61.21,7.28,16.59,97.85,94.48,24,2900,344.18,6286,275,1574,,"7,761,221","384,755","4,371","8,368","42,805","94,754","600,936","81,223","776,914","955,562","565,889","153,811","137,283","897,530","22,247","4,999","57,135,488,093","119,263,457,542","15,004,040,435","23,609,493,748","247,175,783","361,775,001,525","203,572,136,212","15,435,521,379","101,487,319,085"
1100,1105,2014,5,Kab. Aceh Timur,0,4,0.37,3,59.76,8.12,19.64,8.11,81.30,10.59,20.57,27.79,2.32,4.21,40.31,11.31,22.68,13.29,62.53,7.38,15.88,98.46,94.02,24,2305,344.18,6286,275,1574,,"7,721,422","393,078","7,130","21,146","86,545","70,182","703,898","91,686","865,767","1,275,985","612,339","258,949","349,858","1,258,956","29,175","53,054","80,143,357,936","167,289,617,812","21,046,012,264","33,116,792,581","346,710,914","507,458,051,160","285,548,528,995","21,651,246,119","142,355,212,337"
1100,1105,2015,6,Kab. Aceh Timur,1,4,0.37,2,54.71,9.35,18.16,8.11,81.30,10.59,20.57,27.79,2.22,3.37,46.17,14.61,29.08,16.12,63.59,7.40,15.85,97.85,98.05,24,2313,344.18,6286,275,1574,,"7,259,934","399,743","8,031","21,146","86,545","70,182","703,898","91,686","865,767","1,275,985","612,339","258,949","349,858","1,258,956","28,005","42,475","85,726,502,247","202,976,506,923","21,303,216,019","40,453,901,612","460,521,385","581,229,893,195","366,116,979,183","22,735,857,751","183,992,078,746"
